Platform name, Total Gap Time, Average Gap Time, Min Value, Max Flight Time 
PLBM,0,0,832,00:01:15:03
PLG,530:21:30:16,48:06:19:06,-994,00:02:38:59
PLK,512:02:25:04,39:09:25:00,-886,00:02:29:17
PLLK,528:17:31:02,37:18:23:38,-550,00:02:39:57
PLON,347:09:03:20,57:21:30:33,-599,00:02:30:40
PLX,487:02:19:11,40:14:11:35,-985,00:02:38:43
PLY,539:17:23:46,29:23:37:59,-951,00:02:27:52
PLYY,337:19:44:50,168:21:52:25,-714,00:02:41:30
PM,550:03:36:03,16:04:20:28,-977,00:02:41:12
PMBL,542:11:03:59,90:09:50:39,-867,00:02:17:42
PMFD,553:21:20:07,46:03:46:40,-926,00:02:34:22
PMHO,514:21:21:27,85:19:33:34,-806,00:02:44:31
PMM,521:13:43:43,34:18:30:54,-942,00:02:45:31
PMPY,487:11:48:00,44:07:37:05,-924,00:02:01:49
PMS,469:22:22:32,29:08:53:54,-652,00:02:41:57
PMT,445:19:33:30,49:12:50:23,-478,00:02:43:30
PN,548:00:53:30,24:21:51:31,-978,00:02:43:44
PNCB,383:22:49:42,42:15:52:11,-632,00:02:36:39
PNJ,460:11:02:55,57:13:22:51,-690,00:02:38:56
PNTK,494:07:42:52,49:10:22:17,-925,00:02:44:20
PNY,518:14:33:41,57:14:57:04,-952,00:02:39:13
PO,576:22:29:06,13:17:40:41,-934,00:02:46:24
POAP,491:05:03:22,20:11:12:38,-961,00:02:42:01
POI,402:20:32:02,57:13:13:08,-952,00:02:36:57
POJ,113:11:10:56,22:16:38:11,-871,00:01:39:12
POK,445:19:17:10,63:16:28:10,-403,00:01:55:40
POKQ,479:20:35:34,39:23:42:57,-991,00:02:37:35
POPN,518:10:18:08,51:20:13:48,-825,00:02:43:12
POQ,441:13:56:58,40:03:26:59,-814,00:02:43:05
POU,555:13:55:16,25:06:05:14,-993,00:02:44:39
POW,367:06:02:26,73:10:48:29,-642,00:01:52:25
PP,563:20:09:17,25:15:05:52,-982,00:02:43:41
PPA,506:10:58:35,23:00:29:56,-982,00:02:09:00
PPB,445:09:59:39,31:19:34:15,-876,00:02:37:28
PPD,545:02:49:12,54:12:16:55,-983,00:02:13:57
PPEJ,390:08:43:39,43:08:58:11,-991,00:01:51:45
PPGP,387:06:58:04,96:19:44:31,-853,00:02:31:49
PPGY,567:15:37:35,81:02:13:56,-810,00:02:26:56
PPUX,369:17:41:43,36:23:22:10,-375,00:02:37:57
PPWT,457:13:33:23,41:14:19:23,-997,00:02:45:20
PPX,396:00:51:12,49:12:06:24,-840,00:02:29:15
PQ,566:10:59:07,10:16:30:32,-991,00:02:46:16
PQB,518:21:26:18,34:14:13:45,-976,00:02:34:39
PQBJ,518:05:35:27,37:00:23:57,-761,00:02:43:59
PQI,417:11:33:03,41:17:57:18,-943,00:02:21:29
PQLE,346:08:09:13,86:14:02:18,0,00:02:16:08
PQM,556:22:38:39,42:20:12:12,-962,00:02:34:07
PQP,529:03:21:54,48:02:29:15,-975,00:02:46:38
PQT,527:11:31:31,35:03:58:06,-870,00:02:41:12
PQU,385:14:24:08,35:01:18:33,-899,00:02:41:32
PQXB,424:22:57:44,35:09:54:48,-865,00:02:45:24
PR,575:00:32:55,14:17:51:36,-989,00:02:42:47
PRAX,525:07:41:28,40:09:49:20,-957,00:02:20:04
PRC,547:06:57:12,49:18:05:12,-686,00:02:23:30
PRGN,537:00:06:36,76:17:09:30,-675,00:02:16:19
PRNB,524:05:16:13,74:21:19:27,-414,00:01:56:01
PRSR,546:08:46:48,68:07:05:51,-988,00:02:25:33
PRT,539:09:46:00,33:17:06:37,-977,00:02:45:11
PS,464:10:55:41,24:10:40:49,-890,00:02:46:04
PSSY,507:01:45:34,63:09:13:11,-786,00:02:25:28
PSTE,245:18:22:50,122:21:11:25,-651,00:01:38:01
PSV,470:00:52:47,47:00:05:16,-857,00:02:39:42
PSY,484:12:50:13,44:01:10:01,-1000,00:02:40:19
PT,545:03:52:25,27:06:11:37,-897,00:02:45:36
PTDL,563:09:43:14,43:08:07:56,-799,00:02:23:04
PTEF,498:04:54:17,83:00:49:02,-767,00:02:33:58
PTMI,548:04:47:11,60:21:51:54,-969,00:02:45:54
PTOP,261:13:56:36,52:07:35:19,-911,00:02:37:24
PTPN,553:22:24:00,50:08:34:54,-920,00:02:43:58
PTS,496:15:51:13,38:04:54:42,-960,00:02:45:35
PTV,514:15:46:03,28:14:12:33,-942,00:02:39:27
PTXG,400:23:05:05,33:09:55:25,-664,00:02:32:19
PU,535:08:24:14,13:09:12:36,-991,00:02:46:13
PUA,409:05:19:13,37:04:50:50,-788,00:02:30:15
PUEN,297:11:17:51,37:04:24:43,-427,00:02:24:32
PUGO,497:19:59:58,71:02:51:25,-990,00:02:38:40
PUX,429:02:17:45,47:16:15:18,-851,00:02:45:41
PUY,523:02:33:46,65:09:19:13,-905,00:02:43:37
PV,220:14:58:47,55:03:44:41,-997,00:02:36:44
PVD,530:07:59:05,66:06:59:53,-919,00:02:32:38
PVHN,557:01:06:16,46:10:05:31,-742,00:02:41:21
PVHP,385:00:03:32,48:03:00:26,-593,00:02:41:28
PVI,504:05:26:02,84:00:54:20,-597,00:02:23:19
PVKZ,336:15:12:31,112:05:04:10,-944,00:02:23:41
PVR,422:14:52:29,35:05:14:22,-835,00:02:08:20
PVTO,475:23:12:33,118:23:48:08,0,00:02:39:26
PVUO,574:10:15:00,41:00:43:55,-977,00:02:40:42
PVX,514:04:08:23,57:03:07:35,-888,00:02:44:40
PW,572:18:17:58,09:13:06:17,-995,00:02:46:38
PWA,355:19:15:54,44:11:24:29,-849,00:02:46:17
PWB,444:16:20:52,37:01:21:44,-998,00:02:39:46
PWBH,492:16:26:04,82:02:44:20,-768,00:02:38:26
PWCI,491:09:51:39,40:22:49:18,-857,00:02:46:27
PWK,571:17:56:35,47:15:29:42,-980,00:02:40:54
PWNV,552:17:18:48,50:05:56:15,-910,00:02:33:59
PWQM,501:09:16:11,45:13:56:01,-985,00:02:42:00
PWT,512:07:06:41,46:13:44:14,-910,00:02:44:17
PWY,532:10:04:59,22:04:25:12,-918,00:02:43:45
PX,566:09:17:51,14:12:32:45,-884,00:02:44:31
PXB,484:11:00:15,121:02:45:03,-453,00:02:19:56
PXBE,483:06:04:20,53:16:40:28,-874,00:02:41:37
PXE,358:10:21:54,51:04:54:33,-969,00:02:37:28
PXM,540:01:56:43,41:13:04:21,-991,00:02:41:57
PXN,462:11:41:29,42:01:03:46,-733,00:02:26:34
PXV,525:09:15:45,19:11:00:35,-921,00:02:34:39
PXWL,511:10:40:00,85:05:46:40,-669,00:02:23:12
PXY,545:17:50:50,25:23:42:25,-822,00:02:34:43
PY,556:08:11:19,11:20:05:20,-970,00:02:45:25
PYAC,368:04:39:55,61:08:46:39,-916,00:02:44:26
PYFU,541:01:59:11,60:02:53:14,-723,00:02:18:44
PYG,451:11:24:12,90:07:04:50,-883,00:02:44:29
PYGF,545:13:03:37,60:14:47:04,-982,00:02:26:35
PYJU,491:19:37:18,35:03:06:57,-993,00:02:41:50
PYKO,396:07:54:07,56:14:50:35,-547,00:02:41:09
PYZQ,560:05:10:03,31:02:57:13,-851,00:02:43:49
PZ,555:03:57:53,10:11:23:44,-993,00:02:41:06
PZDH,425:21:07:21,38:17:11:34,-981,00:02:44:15
PZP,404:13:28:27,20:05:28:25,-971,00:02:20:30
PZS,511:15:10:31,42:15:15:52,-897,00:02:25:52
PZWX,520:04:58:10,40:00:22:56,-988,00:02:32:04
PZX,427:15:52:44,47:12:25:51,-854,00:02:43:31
Q,577:00:57:52,00:15:24:17,-1000,00:02:46:38
QA,557:17:25:26,12:02:59:14,-988,00:02:46:36
QAC,549:19:35:46,36:15:42:23,-999,00:02:43:46
QAI,489:08:13:11,61:04:01:38,-978,00:02:43:21
QAL,422:17:40:07,46:23:17:47,-992,00:02:37:38
QAS,449:05:28:52,89:20:17:46,-620,00:01:46:04
QAU,192:17:52:25,96:08:56:12,-787,00:01:43:12
QAUF,546:00:50:17,91:00:08:22,-651,00:02:36:38
QAW,405:11:18:57,57:22:11:16,-800,00:02:29:17
QAY,504:19:38:39,63:02:27:19,-902,00:02:21:56
QB,570:04:43:52,12:16:06:18,-982,00:02:43:50
QBCX,430:15:24:09,43:01:32:24,-885,00:02:28:12
QBD,436:23:03:14,54:14:52:54,-491,00:02:39:20
QBI,377:04:35:19,53:21:13:37,-736,00:01:51:06
QBJS,404:22:52:38,36:19:32:03,-956,00:02:40:51
QBMO,452:09:08:15,64:15:01:10,-921,00:02:34:36
QBQI,530:23:30:53,106:04:42:10,-904,00:02:45:21
QBTX,434:12:53:52,43:10:53:23,-988,00:02:28:20
QBWR,493:14:09:03,82:06:21:30,-922,00:02:39:25
QBWW,542:17:58:08,41:17:59:51,-982,00:02:40:10
QC,572:19:48:43,22:21:54:44,-975,00:02:45:59
QCAV,423:17:13:12,60:12:44:44,-973,00:02:31:12
QCCC,462:11:24:12,38:12:57:01,-849,00:02:35:02
QCF,532:23:08:34,48:10:49:52,-522,00:02:12:43
QCH,496:14:50:16,26:03:18:26,-957,00:02:35:44
QCI,516:09:14:47,103:06:38:57,-909,00:02:39:05
QCJF,546:01:47:29,49:15:26:08,-930,00:02:43:14
QCJQ,515:22:51:46,85:23:48:37,-924,00:02:33:31
QCNH,537:12:01:35,134:09:00:23,-624,00:02:22:36
QCP,307:02:18:05,51:04:23:00,-826,00:02:38:57
QCRQ,400:01:59:06,40:00:11:54,-805,00:02:12:01
QCUB,501:22:03:17,50:04:36:19,-937,00:02:23:57
QD,536:02:43:47,19:20:32:43,-976,00:02:43:29
QDCC,372:01:50:46,46:12:13:50,-826,00:02:10:22
QDCP,371:23:53:05,37:04:47:18,-947,00:02:46:29
QDE,444:09:06:07,63:11:35:09,-955,00:02:32:51
QDI,426:23:59:27,32:20:18:25,-848,00:02:44:41
QDIJ,442:04:56:00,63:04:08:00,-917,00:02:41:38
QDIS,525:05:18:00,27:15:26:12,-930,00:02:41:33
QDJ,471:06:50:16,117:19:42:34,-773,00:02:31:13
QDRJ,262:17:16:44,65:16:19:11,-762,00:02:26:37
QDZG,462:12:15:37,57:19:31:57,-592,00:02:37:35
QE,469:23:56:07,15:15:59:52,-935,00:02:38:44
QEAG,539:18:10:21,35:23:36:41,-961,00:02:46:27
QEAO,341:07:34:53,28:10:37:54,-849,00:02:44:17
QEI,543:16:19:41,54:08:49:58,-800,00:02:04:43
QEJ,494:07:45:07,49:10:22:30,-819,00:02:43:04
QEPE,416:02:48:57,69:08:28:09,-810,00:02:35:37
QEQ,536:09:35:45,41:06:16:35,-816,00:02:44:16
QER,517:04:51:59,51:17:17:11,-958,00:02:43:39
QERA,431:15:27:14,86:07:53:26,-338,00:02:35:18
QES,494:20:16:07,49:11:37:36,-803,00:02:32:15
QESP,558:15:01:54,69:19:52:44,-993,00:02:25:39
QF,544:02:46:47,12:15:41:33,-974,00:02:42:39
QFH,517:06:21:39,57:11:22:24,-820,00:02:28:31
QFL,505:19:43:14,63:05:27:54,-774,00:02:46:14
QFMZ,552:04:52:33,39:10:38:02,-728,00:02:22:25
QFO,459:14:09:01,45:23:00:54,-725,00:02:25:58
QFZR,487:00:01:36,60:21:00:12,-290,00:02:38:53
QG,553:14:18:54,10:01:34:09,-934,00:02:42:40
QGD,486:05:33:31,81:00:55:35,-956,00:02:23:16
QGF,513:11:53:52,42:18:59:29,-979,00:02:40:37
QGI,485:20:41:47,60:17:35:13,-842,00:02:25:43
QGIV,249:12:03:40,41:14:00:36,-553,00:02:46:04
QGJ,486:16:30:00,37:10:30:00,-852,00:02:43:10
QGMZ,498:21:05:12,55:10:20:34,-696,00:02:40:16
QGQE,496:17:04:57,70:23:00:42,-467,00:02:30:56
QGVG,429:00:04:23,85:19:12:52,0,00:02:42:45
QGW,490:13:41:16,37:17:40:05,-849,00:02:22:15
QH,570:02:18:40,10:00:02:25,-983,00:02:41:44
QHA,532:02:58:38,59:02:59:50,-552,00:02:39:01
QHAT,563:01:10:57,56:07:19:05,-808,00:02:22:56
QHAX,283:16:36:37,40:12:39:31,-679,00:02:33:43
QHBV,438:16:07:02,87:17:37:24,-991,00:02:30:05
QHJC,352:07:04:06,88:01:46:01,-946,00:01:52:28
QHL,485:19:08:41,80:23:11:26,-905,00:02:22:41
QHLN,568:15:52:34,51:16:42:57,-792,00:02:27:33
QHMD,502:10:52:53,55:19:52:32,-891,00:02:45:47
QHNL,214:12:45:31,30:15:32:13,-642,00:02:30:46
QHO,505:09:25:24,45:22:40:29,-749,00:02:33:01
QHR,528:00:31:08,66:00:03:53,-876,00:02:37:07
QHV,518:08:24:27,86:09:24:04,-920,00:02:39:51
QHVL,232:03:46:39,33:03:58:05,-800,00:02:42:15
QI,545:23:57:01,77:23:59:34,-725,00:02:44:56
QIO,421:02:51:16,52:15:21:24,-730,00:02:22:17
QIU,386:22:40:42,22:18:16:30,-945,00:02:44:41
QIX,412:22:29:37,82:14:05:55,-839,00:00:34:43
QJ,494:16:55:30,27:11:36:25,-996,00:02:41:09
QJD,351:13:13:40,87:21:18:25,-523,00:02:24:25
QJJ,326:20:00:40,81:17:00:10,-233,00:02:13:57
QJL,434:14:44:26,72:10:27:24,-986,00:02:45:40
QJO,455:13:43:56,65:01:57:42,-900,00:02:41:32
QJQL,551:15:06:32,50:03:33:19,-779,00:02:42:36
QJVQ,433:09:02:12,61:21:51:44,-621,00:02:41:22
QJY,444:15:20:43,55:13:55:05,-679,00:02:31:22
QK,517:17:30:58,28:18:18:23,-941,00:02:32:12
QKCW,230:18:33:36,57:16:38:24,-722,00:02:45:37
QKH,407:07:55:28,67:21:19:14,-352,00:02:42:50
QKP,437:19:16:28,48:15:28:29,-868,00:02:40:19
QKPQ,485:07:35:06,53:22:10:34,-971,00:02:39:23
QL,565:02:09:58,08:16:38:55,-964,00:02:45:26
QLHX,526:03:54:32,52:14:47:27,-221,00:02:13:35
QLJ,566:13:49:02,22:15:54:45,-972,00:02:32:44
QM,534:17:13:56,29:16:57:26,-891,00:02:43:34
QMA,474:00:34:04,67:17:13:26,-972,00:02:42:30
QME,441:21:07:50,63:03:01:07,-792,00:01:59:24
QMKS,500:19:40:20,50:01:58:02,-829,00:02:28:14
QMMQ,354:14:47:04,59:02:27:50,-658,00:01:18:45
QMO,569:21:56:21,43:20:08:57,-834,00:02:45:46
QMRA,299:07:16:27,99:18:25:29,-325,00:01:47:49
QMVU,546:06:28:49,42:00:29:54,-957,00:02:39:30
QMYF,519:23:50:38,43:07:59:13,-977,00:02:45:27
QN,570:12:13:35,19:16:08:44,-921,00:02:45:00
QNE,527:00:50:34,58:13:25:37,-859,00:02:19:55
QNK,457:20:09:31,57:05:31:11,-811,00:02:36:58
QNLF,383:12:21:27,47:22:32:40,-968,00:02:45:36
QNR,542:22:33:38,54:07:03:21,-734,00:02:34:02
QNWE,556:04:07:18,69:12:30:54,-811,00:02:37:09
QNYW,223:00:45:03,37:04:07:30,-741,00:02:42:21
QO,527:07:44:01,20:06:45:32,-913,00:02:41:18
QOF,464:12:34:55,77:10:05:49,-948,00:02:40:26
QOJ,561:17:34:31,51:01:35:51,-543,00:02:21:19
QOJA,379:13:26:02,63:06:14:20,-977,00:01:31:04
QOKH,541:05:26:08,54:02:56:36,-929,00:02:45:36
QOLX,230:19:12:23,25:15:28:02,-979,00:02:18:25
QONR,517:16:52:18,32:08:33:16,-941,00:02:39:34
QOSK,542:22:39:10,77:13:31:18,-325,00:02:27:48
QOSR,497:23:50:20,45:06:31:50,-904,00:02:28:44
QOYQ,519:11:28:28,47:05:24:24,-517,00:02:43:13
QP,559:05:52:33,11:15:37:20,-961,00:02:45:36
QPBJ,401:17:40:28,36:12:30:57,-789,00:02:42:07
QPKZ,408:04:53:04,45:08:32:33,-978,00:02:40:03
QPZ,478:01:47:09,25:03:53:00,-881,00:02:36:16
QQ,554:14:59:44,15:20:18:50,-988,00:02:44:03
QQCV,465:08:34:42,38:18:42:53,-889,00:02:42:04
QQK,503:18:48:35,35:23:37:45,-899,00:02:40:07
QQL,485:06:59:00,53:22:06:33,-675,00:02:36:09
QQM,543:12:42:20,36:05:38:49,-892,00:02:43:02
QQQ,529:06:55:28,48:02:48:40,-978,00:02:36:30
QQR,505:06:46:39,50:12:40:39,-911,00:02:45:45
QQS,525:03:57:30,47:17:48:51,-778,00:02:28:12
QQT,510:18:11:26,56:18:01:16,-955,00:02:37:26
QQU,431:08:32:56,39:05:08:26,-914,00:02:37:53
QQUH,377:13:32:14,62:22:15:22,-825,00:02:36:15
QR,569:08:03:40,07:16:38:58,-994,00:02:42:28
QRGU,558:05:50:05,69:18:43:45,-930,00:02:13:20
QRH,514:14:50:07,30:06:31:11,-928,00:02:46:25
QRL,523:04:28:44,58:03:09:51,-989,00:02:34:25
QRQ,488:19:50:03,54:07:32:13,-782,00:01:58:07
QRR,447:10:38:17,55:22:19:47,-841,00:02:44:14
QRU,424:10:17:37,53:01:17:12,-983,00:02:25:19
QRUP,368:09:20:11,40:22:22:14,-828,00:02:32:09
QRV,440:16:47:37,146:21:35:52,-583,00:00:58:15
QRWJ,574:06:22:22,71:18:47:47,-930,00:02:16:38
QRX,462:15:29:46,46:06:20:58,-465,00:02:45:12
QRXC,513:21:50:01,34:06:15:20,-921,00:02:43:29
QS,555:05:56:25,07:19:41:21,-909,00:02:45:08
QSA,547:04:39:17,68:09:34:54,-817,00:02:39:19
QSHE,406:01:06:33,40:14:30:39,-939,00:02:27:57
QSIZ,291:09:31:59,48:13:35:19,-754,00:02:29:12
QSJL,150:11:20:10,37:14:50:02,-966,00:02:40:51
QSRR,202:02:45:26,50:12:41:21,-847,00:01:57:05
QSS,520:03:27:26,34:16:13:49,-998,00:02:41:08
QSV,392:04:01:01,78:10:24:12,-893,00:02:46:37
QSW,410:00:53:32,37:06:37:35,-949,00:02:34:26
QSX,446:10:02:46,89:06:48:33,-866,00:02:16:32
QT,521:13:30:23,74:12:12:54,-918,00:02:02:53
QTB,375:23:07:42,53:17:01:06,-830,00:02:27:20
QTC,404:11:46:52,44:22:38:32,-866,00:02:20:51
QTD,558:15:46:37,79:19:23:48,-808,00:02:37:39
QTE,371:14:14:15,92:21:33:33,-789,00:02:25:20
QTH,471:21:07:40,78:15:31:16,-949,00:02:35:15
QTP,554:18:09:02,69:08:16:07,-738,00:02:35:09
QU,555:05:18:53,19:03:29:37,-919,00:02:34:47
QUA,448:10:48:49,49:19:52:05,-841,00:02:36:34
QUAM,553:20:03:34,61:12:53:43,-192,00:02:22:39
QUF,511:13:29:53,56:20:09:59,-995,00:02:44:33
QUFH,393:00:31:52,49:03:03:59,-963,00:02:17:05
QUJL,533:06:32:01,53:07:51:12,-863,00:02:43:32
QUJS,417:20:22:37,41:18:50:15,-952,00:02:33:27
QUQ,526:11:43:48,75:05:06:15,-833,00:02:39:22
QUR,509:10:54:10,50:22:41:25,-985,00:02:04:49
QUW,478:06:33:24,39:20:32:47,-876,00:02:38:35
QUWM,481:04:25:13,60:03:33:09,-712,00:02:26:47
QUXA,487:09:00:51,40:14:45:04,-956,00:02:31:32
QUXH,509:18:57:05,127:10:44:16,-961,00:02:00:23
QUZ,431:07:36:09,53:21:57:01,-569,00:01:35:31
QV,574:20:04:04,16:10:10:24,-945,00:02:44:44
QVLQ,540:12:15:28,33:18:45:58,-906,00:02:24:21
QVR,549:12:47:39,49:22:58:52,-990,00:02:37:44
QVUC,512:06:32:18,46:13:41:07,-986,00:02:21:59
QVWY,388:15:58:08,48:13:59:46,-661,00:02:22:48
QVY,504:11:41:01,45:20:41:54,-990,00:02:44:04
QW,540:05:33:36,20:00:12:21,-917,00:02:46:36
QWCM,512:08:01:35,102:11:12:19,-26,00:02:32:39
QWDL,407:15:25:55,50:22:55:44,-946,00:02:19:30
QWMK,563:23:07:19,62:15:54:08,-623,00:02:15:34
QWO,534:05:26:36,59:08:36:17,-731,00:02:45:13
QWX,337:10:55:19,37:11:52:48,-571,00:02:39:47
QWYL,465:17:36:47,38:19:28:03,-818,00:02:41:47
QX,211:23:06:42,26:11:53:20,-882,00:02:40:26
QXB,442:04:47:52,88:10:33:34,-785,00:02:19:26
QXBL,469:06:29:54,78:05:04:59,-243,00:02:29:35
QXSP,517:16:03:44,39:19:41:49,-957,00:02:41:33
QXT,20:08:04:20,20:08:04:20,-656,00:01:59:14
QXTP,433:16:59:45,61:22:59:57,-786,00:02:46:21
QXU,519:06:59:10,34:14:51:56,-732,00:02:45:06
QXY,506:21:03:45,101:09:00:45,-628,00:02:24:15
QXZG,522:22:53:00,40:05:27:09,-897,00:02:35:03
QY,567:01:36:54,11:08:11:32,-978,00:02:45:09
QYCL,513:19:29:02,46:17:02:38,-862,00:02:34:51
QYEO,405:02:55:30,101:06:43:52,0,00:02:39:34
QYG,519:20:44:15,39:23:44:56,-770,00:02:46:23
QYK,484:11:37:26,53:19:57:29,-975,00:02:24:55
QYKG,436:15:31:31,36:09:17:37,-985,00:02:45:59
QYUQ,355:08:56:26,44:10:07:03,-931,00:01:54:51
QYV,215:23:13:37,107:23:36:48,-524,00:01:43:54
QYX,388:17:44:28,29:21:40:20,-388,00:02:32:42
QZ,538:12:44:10,89:18:07:21,-603,00:02:46:23
QZBI,375:10:37:39,46:22:19:42,-796,00:02:41:33
QZBU,394:13:47:26,39:10:58:44,-988,00:02:31:15
QZC,410:06:50:39,68:09:08:26,-683,00:01:39:53
QZDU,465:10:26:31,38:18:52:12,-911,00:02:43:38
QZGP,259:11:47:25,64:20:56:51,-964,00:01:43:01
QZGT,530:00:35:10,53:00:03:31,-727,00:02:43:41
QZH,419:15:53:37,38:03:37:36,-899,00:02:36:52
QZOR,496:04:14:03,49:14:49:24,-540,00:02:11:51
QZP,429:00:06:45,85:19:13:21,-983,00:02:26:51
QZVB,462:21:07:08,66:03:01:01,-998,00:02:23:49
QZWE,545:19:28:53,49:14:51:43,-867,00:02:21:53
QZWZ,482:21:29:37,43:21:35:25,-910,00:02:24:50
QZYJ,480:19:52:52,34:08:16:38,-875,00:02:38:35
R,577:11:57:49,00:18:43:46,-999,00:02:46:25
RA,540:23:08:58,09:04:03:12,-970,00:02:45:38
RAA,490:05:16:31,70:00:45:13,-754,00:02:22:04
RACJ,407:12:16:21,67:22:02:43,-708,00:02:37:26
RAEX,400:05:31:34,80:01:06:18,-961,00:02:37:38
RAJL,534:06:33:35,66:18:49:11,-716,00:02:25:44
RAL,424:01:07:38,28:06:28:30,-710,00:02:46:17
RAMK,518:06:24:45,64:18:48:05,-783,00:02:36:50
RANI,415:19:05:04,69:07:10:50,-932,00:02:29:10
RASR,367:07:11:57,91:19:47:59,-443,00:02:46:16
RAT,494:20:02:56,82:11:20:29,-876,00:02:41:22
RAU,382:01:14:26,63:16:12:24,-266,00:01:48:01
RAX,517:04:48:26,51:17:16:50,-946,00:02:38:14
RAXE,432:05:09:51,54:00:38:43,-754,00:02:45:43
RB,561:05:26:56,08:15:13:20,-999,00:02:44:06
RBCH,536:13:43:00,59:14:51:26,-989,00:02:28:33
RBD,463:12:13:43,77:06:02:17,-622,00:02:32:29
RBI,432:09:18:03,61:18:28:17,-755,00:02:44:54
RBK,445:12:54:58,37:03:04:34,-965,00:02:43:42
RBKC,496:11:02:54,62:01:22:51,-853,00:02:03:26
RBSM,494:03:37:18,49:09:57:43,-907,00:02:40:46
RBV,522:08:17:54,74:14:53:59,-817,00:02:37:11
RC,504:18:07:50,18:16:40:17,-989,00:02:23:05
RCC,452:00:07:55,45:04:48:47,-881,00:02:44:42
RCD,446:13:08:11,148:20:22:43,-761,00:02:22:25
RCE,430:06:18:05,86:01:15:37,-947,00:02:25:43
RCF,537:01:58:49,35:19:19:55,-953,00:02:16:23
RCIX,441:02:12:37,36:18:11:03,-744,00:02:43:26
RCL,182:13:56:03,91:06:58:01,-652,00:01:17:03
RCO,464:06:38:19,46:10:15:49,-939,00:02:27:33
RCTU,371:10:39:38,46:10:19:57,-919,00:02:36:28
RCUA,548:19:27:14,60:23:29:41,-641,00:02:34:42
RD,557:11:13:35,11:20:39:51,-957,00:02:45:19
RDE,467:01:23:20,51:21:29:15,-950,00:02:43:16
RDFF,531:09:25:31,53:03:20:33,-995,00:01:58:20
RDG,542:21:01:20,36:04:36:05,-625,00:02:45:56
RDHD,434:22:30:54,48:07:50:06,-959,00:02:44:48
RDOD,481:18:57:45,68:19:51:06,-674,00:02:14:03
RDP,518:02:37:16,57:13:37:28,-927,00:02:24:55
RDPP,382:14:22:36,38:06:14:15,-450,00:02:43:56
RDV,470:09:56:02,36:04:27:23,-826,00:02:36:48
RDWT,465:02:48:20,29:01:40:31,-860,00:02:42:40
RDY,499:18:56:42,55:12:46:18,-881,00:02:26:58
RE,556:05:34:55,20:14:25:44,-991,00:02:43:45
REAC,526:03:11:31,58:11:01:16,-91,00:02:37:29
REH,537:01:38:02,53:16:57:48,-919,00:02:39:26
REK,366:16:53:02,73:08:10:36,-962,00:02:37:52
REL,521:04:09:52,57:21:47:45,-838,00:01:48:17
RENK,531:17:12:35,48:08:06:35,-968,00:02:44:27
REU,533:08:47:06,28:01:43:31,-755,00:02:30:19
REV,537:12:39:57,89:14:06:39,-658,00:01:43:56
REVM,443:14:50:58,63:08:58:42,-506,00:02:18:49
REVZ,514:02:34:23,64:06:19:17,-774,00:02:44:01
RF,556:09:51:33,13:21:50:47,-948,00:02:44:30
RFBH,556:23:34:45,92:19:55:47,-711,00:01:22:55
RFHK,528:18:28:56,75:12:55:33,-636,00:02:39:11
RFI,529:02:18:45,75:14:02:40,-621,00:02:43:39
RFKK,549:19:24:15,54:23:32:25,-825,00:02:41:41
RFNP,371:03:05:03,53:00:26:26,-576,00:02:38:29
RFO,505:23:12:51,36:03:22:20,-917,00:02:42:07
RFRK,512:02:25:15,56:21:36:08,-593,00:02:23:00
RFS,461:00:05:45,76:20:00:57,-676,00:02:45:04
RFVF,536:00:55:13,33:12:03:27,-918,00:02:31:58
RG,551:02:08:17,21:04:41:51,-954,00:02:43:22
RGA,484:14:22:48,69:05:28:58,-966,00:02:41:16
RGB,549:10:38:09,68:16:19:46,-750,00:02:19:57
RGFR,487:04:26:38,40:14:22:13,-823,00:02:12:52
RGL,560:21:04:31,35:01:19:01,-962,00:02:42:29
RGV,357:07:11:59,59:13:11:59,-855,00:02:46:20
RH,545:01:08:48,12:23:27:21,-869,00:02:45:38
RHAN,495:05:15:34,38:02:15:02,-922,00:02:40:24
RHB,493:14:25:32,35:06:10:23,-951,00:02:45:17
RHBX,485:19:30:29,40:11:37:32,-926,00:02:10:27
RHGG,477:12:26:52,95:12:05:22,-762,00:02:44:17
RHN,371:06:01:11,41:06:00:07,-763,00:02:43:44
RHYM,310:07:58:37,44:07:59:48,-993,00:02:22:43
RI,544:22:38:58,17:00:42:28,-981,00:02:46:36
RIC,372:12:53:20,53:05:16:11,-599,00:02:35:23
RIH,448:00:31:38,49:18:43:30,-804,00:01:52:21
RIHU,456:02:22:42,57:00:17:50,-882,00:01:29:36
RIJ,409:02:58:14,51:03:22:16,-976,00:02:21:15
RIOV,427:05:06:52,61:00:43:50,-860,00:02:28:22
RIP,500:02:08:51,55:13:34:19,-387,00:02:27:47
RIPB,553:16:24:01,61:12:29:20,-995,00:02:44:12
RIPP,275:17:35:27,55:03:31:05,-796,00:02:15:32
RIVM,481:01:28:58,53:10:49:53,-626,00:02:36:56
RJ,562:09:07:11,13:01:53:11,-945,00:02:43:20
RJCJ,430:23:12:15,86:04:38:27,-664,00:02:28:43
RJGD,497:17:29:16,62:05:11:09,-975,00:02:07:02
RJGW,309:11:00:54,61:21:24:10,-828,00:02:45:44
RJIW,487:04:01:48,54:03:06:52,-927,00:02:10:01
RJQX,494:07:30:15,49:10:21:01,-700,00:02:16:36
